Province/State;Country/Region;Lat;Long;Date;Confirmed;Recovered;Deaths
Anhui;Mainland China;31.8257;117.2264;22.01.2020;1;0;0
Anhui;Mainland China;31.8257;117.2264;23.01.2020;9;0;0
Anhui;Mainland China;31.8257;117.2264;24.01.2020;15;0;0
Anhui;Mainland China;31.8257;117.2264;25.01.2020;39;0;0
Anhui;Mainland China;31.8257;117.2264;26.01.2020;60;0;0
Anhui;Mainland China;31.8257;117.2264;27.01.2020;70;0;0
Anhui;Mainland China;31.8257;117.2264;28.01.2020;106;0;0
Anhui;Mainland China;31.8257;117.2264;29.01.2020;152;2;0
Anhui;Mainland China;31.8257;117.2264;30.01.2020;200;2;0
Anhui;Mainland China;31.8257;117.2264;31.01.2020;237;3;0
Anhui;Mainland China;31.8257;117.2264;01.02.2020;297;5;0
Anhui;Mainland China;31.8257;117.2264;02.02.2020;340;7;0
Anhui;Mainland China;31.8257;117.2264;03.02.2020;408;14;0
Anhui;Mainland China;31.8257;117.2264;04.02.2020;480;20;0
Anhui;Mainland China;31.8257;117.2264;05.02.2020;530;23;0
Anhui;Mainland China;31.8257;117.2264;06.02.2020;591;34;0
Anhui;Mainland China;31.8257;117.2264;07.02.2020;665;47;0
Anhui;Mainland China;31.8257;117.2264;08.02.2020;733;59;0
Anhui;Mainland China;31.8257;117.2264;09.02.2020;779;72;1
Anhui;Mainland China;31.8257;117.2264;10.02.2020;830;88;3
Anhui;Mainland China;31.8257;117.2264;11.02.2020;860;105;4
Anhui;Mainland China;31.8257;117.2264;12.02.2020;889;127;4
Anhui;Mainland China;31.8257;117.2264;13.02.2020;910;157;5
Anhui;Mainland China;31.8257;117.2264;14.02.2020;934;193;6
Anhui;Mainland China;31.8257;117.2264;15.02.2020;950;221;6
Anhui;Mainland China;31.8257;117.2264;16.02.2020;962;255;6
Anhui;Mainland China;31.8257;117.2264;17.02.2020;973;280;6
Anhui;Mainland China;31.8257;117.2264;18.02.2020;982;361;6
Anhui;Mainland China;31.8257;117.2264;19.02.2020;986;413;6
Anhui;Mainland China;31.8257;117.2264;20.02.2020;987;474;6
Anhui;Mainland China;31.8257;117.2264;21.02.2020;988;539;6
Anhui;Mainland China;31.8257;117.2264;22.02.2020;989;597;6
Anhui;Mainland China;31.8257;117.2264;23.02.2020;989;637;6
Anhui;Mainland China;31.8257;117.2264;24.02.2020;989;663;6
Anhui;Mainland China;31.8257;117.2264;25.02.2020;989;712;6
Anhui;Mainland China;31.8257;117.2264;26.02.2020;989;744;6
Anhui;Mainland China;31.8257;117.2264;27.02.2020;989;792;6
Anhui;Mainland China;31.8257;117.2264;28.02.2020;990;821;6
Anhui;Mainland China;31.8257;117.2264;29.02.2020;990;868;6
Anhui;Mainland China;31.8257;117.2264;01.03.2020;990;873;6
Anhui;Mainland China;31.8257;117.2264;02.03.2020;990;917;6
Anhui;Mainland China;31.8257;117.2264;03.03.2020;990;936;6
Anhui;Mainland China;31.8257;117.2264;04.03.2020;990;956;6
Anhui;Mainland China;31.8257;117.2264;05.03.2020;990;970;6
Anhui;Mainland China;31.8257;117.2264;06.03.2020;990;979;6
Anhui;Mainland China;31.8257;117.2264;07.03.2020;990;979;6
Anhui;Mainland China;31.8257;117.2264;08.03.2020;990;984;6
Anhui;Mainland China;31.8257;117.2264;09.03.2020;990;984;6
Beijing;Mainland China;40.1824;116.4142;22.01.2020;14;0;0
Beijing;Mainland China;40.1824;116.4142;23.01.2020;22;0;0
Beijing;Mainland China;40.1824;116.4142;24.01.2020;36;1;0
Beijing;Mainland China;40.1824;116.4142;25.01.2020;41;2;0
Beijing;Mainland China;40.1824;116.4142;26.01.2020;68;2;0
Beijing;Mainland China;40.1824;116.4142;27.01.2020;80;2;1
Beijing;Mainland China;40.1824;116.4142;28.01.2020;91;4;1
Beijing;Mainland China;40.1824;116.4142;29.01.2020;111;4;1
Beijing;Mainland China;40.1824;116.4142;30.01.2020;114;4;1
Beijing;Mainland China;40.1824;116.4142;31.01.2020;139;5;1
Beijing;Mainland China;40.1824;116.4142;01.02.2020;168;9;1
Beijing;Mainland China;40.1824;116.4142;02.02.2020;191;9;1
Beijing;Mainland China;40.1824;116.4142;03.02.2020;212;12;1
Beijing;Mainland China;40.1824;116.4142;04.02.2020;228;23;1
Beijing;Mainland China;40.1824;116.4142;05.02.2020;253;24;1
Beijing;Mainland China;40.1824;116.4142;06.02.2020;274;31;1
Beijing;Mainland China;40.1824;116.4142;07.02.2020;297;33;1
Beijing;Mainland China;40.1824;116.4142;08.02.2020;315;34;2
Beijing;Mainland China;40.1824;116.4142;09.02.2020;326;37;2
Beijing;Mainland China;40.1824;116.4142;10.02.2020;337;44;2
Beijing;Mainland China;40.1824;116.4142;11.02.2020;342;48;3
Beijing;Mainland China;40.1824;116.4142;12.02.2020;352;56;3
Beijing;Mainland China;40.1824;116.4142;13.02.2020;366;69;3
Beijing;Mainland China;40.1824;116.4142;14.02.2020;372;80;3
Beijing;Mainland China;40.1824;116.4142;15.02.2020;375;98;4
Beijing;Mainland China;40.1824;116.4142;16.02.2020;380;108;4
Beijing;Mainland China;40.1824;116.4142;17.02.2020;381;114;4
Beijing;Mainland China;40.1824;116.4142;18.02.2020;387;122;4
Beijing;Mainland China;40.1824;116.4142;19.02.2020;393;145;4
Beijing;Mainland China;40.1824;116.4142;20.02.2020;395;153;4
Beijing;Mainland China;40.1824;116.4142;21.02.2020;396;169;4
Beijing;Mainland China;40.1824;116.4142;22.02.2020;399;178;4
Beijing;Mainland China;40.1824;116.4142;23.02.2020;399;189;4
Beijing;Mainland China;40.1824;116.4142;24.02.2020;399;198;4
Beijing;Mainland China;40.1824;116.4142;25.02.2020;400;215;4
Beijing;Mainland China;40.1824;116.4142;26.02.2020;400;235;4
Beijing;Mainland China;40.1824;116.4142;27.02.2020;410;248;5
Beijing;Mainland China;40.1824;116.4142;28.02.2020;410;257;7
Beijing;Mainland China;40.1824;116.4142;29.02.2020;411;271;8
Beijing;Mainland China;40.1824;116.4142;01.03.2020;413;276;8
Beijing;Mainland China;40.1824;116.4142;02.03.2020;414;282;8
Beijing;Mainland China;40.1824;116.4142;03.03.2020;414;288;8
Beijing;Mainland China;40.1824;116.4142;04.03.2020;418;297;8
Beijing;Mainland China;40.1824;116.4142;05.03.2020;418;297;8
Beijing;Mainland China;40.1824;116.4142;06.03.2020;422;299;8
Beijing;Mainland China;40.1824;116.4142;07.03.2020;426;303;8
Beijing;Mainland China;40.1824;116.4142;08.03.2020;428;308;8
Beijing;Mainland China;40.1824;116.4142;09.03.2020;428;315;8
Chongqing;Mainland China;30.0572;107.874;22.01.2020;6;0;0
Chongqing;Mainland China;30.0572;107.874;23.01.2020;9;0;0
Chongqing;Mainland China;30.0572;107.874;24.01.2020;27;0;0
Chongqing;Mainland China;30.0572;107.874;25.01.2020;57;0;0
Chongqing;Mainland China;30.0572;107.874;26.01.2020;75;0;0
Chongqing;Mainland China;30.0572;107.874;27.01.2020;110;0;0
Chongqing;Mainland China;30.0572;107.874;28.01.2020;132;0;0
Chongqing;Mainland China;30.0572;107.874;29.01.2020;147;1;0
Chongqing;Mainland China;30.0572;107.874;30.01.2020;182;1;0
Chongqing;Mainland China;30.0572;107.874;31.01.2020;211;1;0
Chongqing;Mainland China;30.0572;107.874;01.02.2020;247;3;1
Chongqing;Mainland China;30.0572;107.874;02.02.2020;300;7;2
Chongqing;Mainland China;30.0572;107.874;03.02.2020;337;9;2
Chongqing;Mainland China;30.0572;107.874;04.02.2020;366;9;2
Chongqing;Mainland China;30.0572;107.874;05.02.2020;389;15;2
Chongqing;Mainland China;30.0572;107.874;06.02.2020;411;24;2
Chongqing;Mainland China;30.0572;107.874;07.02.2020;426;31;2
Chongqing;Mainland China;30.0572;107.874;08.02.2020;428;39;2
Chongqing;Mainland China;30.0572;107.874;09.02.2020;468;51;2
Chongqing;Mainland China;30.0572;107.874;10.02.2020;486;66;2
Chongqing;Mainland China;30.0572;107.874;11.02.2020;505;79;3
Chongqing;Mainland China;30.0572;107.874;12.02.2020;518;102;3
Chongqing;Mainland China;30.0572;107.874;13.02.2020;529;128;4
Chongqing;Mainland China;30.0572;107.874;14.02.2020;537;152;5
Chongqing;Mainland China;30.0572;107.874;15.02.2020;544;184;5
Chongqing;Mainland China;30.0572;107.874;16.02.2020;551;207;5
Chongqing;Mainland China;30.0572;107.874;17.02.2020;553;225;5
Chongqing;Mainland China;30.0572;107.874;18.02.2020;555;254;5
Chongqing;Mainland China;30.0572;107.874;19.02.2020;560;274;5
Chongqing;Mainland China;30.0572;107.874;20.02.2020;567;299;6
Chongqing;Mainland China;30.0572;107.874;21.02.2020;572;316;6
Chongqing;Mainland China;30.0572;107.874;22.02.2020;573;328;6
Chongqing;Mainland China;30.0572;107.874;23.02.2020;575;335;6
Chongqing;Mainland China;30.0572;107.874;24.02.2020;576;349;6
Chongqing;Mainland China;30.0572;107.874;25.02.2020;576;372;6
Chongqing;Mainland China;30.0572;107.874;26.02.2020;576;384;6
Chongqing;Mainland China;30.0572;107.874;27.02.2020;576;401;6
Chongqing;Mainland China;30.0572;107.874;28.02.2020;576;422;6
Chongqing;Mainland China;30.0572;107.874;29.02.2020;576;438;6
Chongqing;Mainland China;30.0572;107.874;01.03.2020;576;450;6
Chongqing;Mainland China;30.0572;107.874;02.03.2020;576;469;6
Chongqing;Mainland China;30.0572;107.874;03.03.2020;576;490;6
Chongqing;Mainland China;30.0572;107.874;04.03.2020;576;502;6
Chongqing;Mainland China;30.0572;107.874;05.03.2020;576;512;6
Chongqing;Mainland China;30.0572;107.874;06.03.2020;576;513;6
Chongqing;Mainland China;30.0572;107.874;07.03.2020;576;526;6
Chongqing;Mainland China;30.0572;107.874;08.03.2020;576;527;6
Chongqing;Mainland China;30.0572;107.874;09.03.2020;576;542;6
Fujian;Mainland China;26.0789;117.9874;22.01.2020;1;0;0
Fujian;Mainland China;26.0789;117.9874;23.01.2020;5;0;0
Fujian;Mainland China;26.0789;117.9874;24.01.2020;10;0;0
Fujian;Mainland China;26.0789;117.9874;25.01.2020;18;0;0
Fujian;Mainland China;26.0789;117.9874;26.01.2020;35;0;0
Fujian;Mainland China;26.0789;117.9874;27.01.2020;59;0;0
Fujian;Mainland China;26.0789;117.9874;28.01.2020;80;0;0
Fujian;Mainland China;26.0789;117.9874;29.01.2020;84;0;0
Fujian;Mainland China;26.0789;117.9874;30.01.2020;101;0;0
Fujian;Mainland China;26.0789;117.9874;31.01.2020;120;0;0
Fujian;Mainland China;26.0789;117.9874;01.02.2020;144;0;0
Fujian;Mainland China;26.0789;117.9874;02.02.2020;159;0;0
Fujian;Mainland China;26.0789;117.9874;03.02.2020;179;1;0
Fujian;Mainland China;26.0789;117.9874;04.02.2020;194;3;0
Fujian;Mainland China;26.0789;117.9874;05.02.2020;205;11;0
Fujian;Mainland China;26.0789;117.9874;06.02.2020;215;14;0
Fujian;Mainland China;26.0789;117.9874;07.02.2020;224;20;0
Fujian;Mainland China;26.0789;117.9874;08.02.2020;239;24;0
Fujian;Mainland China;26.0789;117.9874;09.02.2020;250;35;0
Fujian;Mainland China;26.0789;117.9874;10.02.2020;261;39;0
Fujian;Mainland China;26.0789;117.9874;11.02.2020;267;45;0
Fujian;Mainland China;26.0789;117.9874;12.02.2020;272;53;0
Fujian;Mainland China;26.0789;117.9874;13.02.2020;279;57;0
Fujian;Mainland China;26.0789;117.9874;14.02.2020;281;63;0
Fujian;Mainland China;26.0789;117.9874;15.02.2020;285;71;0
Fujian;Mainland China;26.0789;117.9874;16.02.2020;287;82;0
Fujian;Mainland China;26.0789;117.9874;17.02.2020;290;90;0
Fujian;Mainland China;26.0789;117.9874;18.02.2020;292;93;0
Fujian;Mainland China;26.0789;117.9874;19.02.2020;293;112;0
Fujian;Mainland China;26.0789;117.9874;20.02.2020;293;126;1
Fujian;Mainland China;26.0789;117.9874;21.02.2020;293;149;1
Fujian;Mainland China;26.0789;117.9874;22.02.2020;293;162;1
Fujian;Mainland China;26.0789;117.9874;23.02.2020;293;170;1
Fujian;Mainland China;26.0789;117.9874;24.02.2020;293;183;1
Fujian;Mainland China;26.0789;117.9874;25.02.2020;294;199;1
Fujian;Mainland China;26.0789;117.9874;26.02.2020;294;218;1
Fujian;Mainland China;26.0789;117.9874;27.02.2020;296;228;1
Fujian;Mainland China;26.0789;117.9874;28.02.2020;296;235;1
Fujian;Mainland China;26.0789;117.9874;29.02.2020;296;243;1
Fujian;Mainland China;26.0789;117.9874;01.03.2020;296;247;1
Fujian;Mainland China;26.0789;117.9874;02.03.2020;296;255;1
Fujian;Mainland China;26.0789;117.9874;03.03.2020;296;260;1
Fujian;Mainland China;26.0789;117.9874;04.03.2020;296;270;1
Fujian;Mainland China;26.0789;117.9874;05.03.2020;296;277;1
Fujian;Mainland China;26.0789;117.9874;06.03.2020;296;284;1
Fujian;Mainland China;26.0789;117.9874;07.03.2020;296;295;1
Fujian;Mainland China;26.0789;117.9874;08.03.2020;296;295;1
Fujian;Mainland China;26.0789;117.9874;09.03.2020;296;295;1
Gansu;Mainland China;36.0611;103.8343;22.01.2020;0;0;0
Gansu;Mainland China;36.0611;103.8343;23.01.2020;2;0;0
Gansu;Mainland China;36.0611;103.8343;24.01.2020;2;0;0
Gansu;Mainland China;36.0611;103.8343;25.01.2020;4;0;0
Gansu;Mainland China;36.0611;103.8343;26.01.2020;7;0;0
Gansu;Mainland China;36.0611;103.8343;27.01.2020;14;0;0
Gansu;Mainland China;36.0611;103.8343;28.01.2020;19;0;0
Gansu;Mainland China;36.0611;103.8343;29.01.2020;24;0;0
Gansu;Mainland China;36.0611;103.8343;30.01.2020;26;0;0
Gansu;Mainland China;36.0611;103.8343;31.01.2020;29;0;0
Gansu;Mainland China;36.0611;103.8343;01.02.2020;40;0;0
Gansu;Mainland China;36.0611;103.8343;02.02.2020;51;3;0
Gansu;Mainland China;36.0611;103.8343;03.02.2020;55;3;0
Gansu;Mainland China;36.0611;103.8343;04.02.2020;57;4;0
Gansu;Mainland China;36.0611;103.8343;05.02.2020;62;6;0
Gansu;Mainland China;36.0611;103.8343;06.02.2020;62;6;0
Gansu;Mainland China;36.0611;103.8343;07.02.2020;67;9;0
Gansu;Mainland China;36.0611;103.8343;08.02.2020;79;12;1
Gansu;Mainland China;36.0611;103.8343;09.02.2020;83;16;2
Gansu;Mainland China;36.0611;103.8343;10.02.2020;83;17;2
Gansu;Mainland China;36.0611;103.8343;11.02.2020;86;24;2
Gansu;Mainland China;36.0611;103.8343;12.02.2020;87;31;2
Gansu;Mainland China;36.0611;103.8343;13.02.2020;90;39;2
Gansu;Mainland China;36.0611;103.8343;14.02.2020;90;39;2
Gansu;Mainland China;36.0611;103.8343;15.02.2020;90;49;2
Gansu;Mainland China;36.0611;103.8343;16.02.2020;90;54;2
Gansu;Mainland China;36.0611;103.8343;17.02.2020;91;58;2
Gansu;Mainland China;36.0611;103.8343;18.02.2020;91;62;2
Gansu;Mainland China;36.0611;103.8343;19.02.2020;91;65;2
Gansu;Mainland China;36.0611;103.8343;20.02.2020;91;71;2
Gansu;Mainland China;36.0611;103.8343;21.02.2020;91;76;2
Gansu;Mainland China;36.0611;103.8343;22.02.2020;91;76;2
Gansu;Mainland China;36.0611;103.8343;23.02.2020;91;78;2
Gansu;Mainland China;36.0611;103.8343;24.02.2020;91;80;2
Gansu;Mainland China;36.0611;103.8343;25.02.2020;91;80;2
Gansu;Mainland China;36.0611;103.8343;26.02.2020;91;81;2
Gansu;Mainland China;36.0611;103.8343;27.02.2020;91;81;2
Gansu;Mainland China;36.0611;103.8343;28.02.2020;91;82;2
Gansu;Mainland China;36.0611;103.8343;29.02.2020;91;82;2
Gansu;Mainland China;36.0611;103.8343;01.03.2020;91;84;2
Gansu;Mainland China;36.0611;103.8343;02.03.2020;91;85;2
Gansu;Mainland China;36.0611;103.8343;03.03.2020;91;86;2
Gansu;Mainland China;36.0611;103.8343;04.03.2020;91;87;2
Gansu;Mainland China;36.0611;103.8343;05.03.2020;102;87;2
Gansu;Mainland China;36.0611;103.8343;06.03.2020;119;87;2
Gansu;Mainland China;36.0611;103.8343;07.03.2020;120;87;2
Gansu;Mainland China;36.0611;103.8343;08.03.2020;124;87;2
Gansu;Mainland China;36.0611;103.8343;09.03.2020;124;88;2
Guangdong;Mainland China;23.3417;113.4244;22.01.2020;26;0;0
Guangdong;Mainland China;23.3417;113.4244;23.01.2020;32;2;0
Guangdong;Mainland China;23.3417;113.4244;24.01.2020;53;2;0
Guangdong;Mainland China;23.3417;113.4244;25.01.2020;78;2;0
Guangdong;Mainland China;23.3417;113.4244;26.01.2020;111;2;0
Guangdong;Mainland China;23.3417;113.4244;27.01.2020;151;4;0
Guangdong;Mainland China;23.3417;113.4244;28.01.2020;207;4;0
Guangdong;Mainland China;23.3417;113.4244;29.01.2020;277;5;0
Guangdong;Mainland China;23.3417;113.4244;30.01.2020;354;10;0
Guangdong;Mainland China;23.3417;113.4244;31.01.2020;436;11;0
Guangdong;Mainland China;23.3417;113.4244;01.02.2020;535;14;0
Guangdong;Mainland China;23.3417;113.4244;02.02.2020;632;15;0
Guangdong;Mainland China;23.3417;113.4244;03.02.2020;725;21;0
Guangdong;Mainland China;23.3417;113.4244;04.02.2020;813;30;0
Guangdong;Mainland China;23.3417;113.4244;05.02.2020;895;49;0
Guangdong;Mainland China;23.3417;113.4244;06.02.2020;970;69;0
Guangdong;Mainland China;23.3417;113.4244;07.02.2020;1034;88;1
Guangdong;Mainland China;23.3417;113.4244;08.02.2020;1095;112;1
Guangdong;Mainland China;23.3417;113.4244;09.02.2020;1131;141;1
Guangdong;Mainland China;23.3417;113.4244;10.02.2020;1159;167;1
Guangdong;Mainland China;23.3417;113.4244;11.02.2020;1177;212;1
Guangdong;Mainland China;23.3417;113.4244;12.02.2020;1219;275;1
Guangdong;Mainland China;23.3417;113.4244;13.02.2020;1241;314;2
Guangdong;Mainland China;23.3417;113.4244;14.02.2020;1261;362;2
Guangdong;Mainland China;23.3417;113.4244;15.02.2020;1294;410;2
Guangdong;Mainland China;23.3417;113.4244;16.02.2020;1316;465;2
Guangdong;Mainland China;23.3417;113.4244;17.02.2020;1322;524;4
Guangdong;Mainland China;23.3417;113.4244;18.02.2020;1328;565;4
Guangdong;Mainland China;23.3417;113.4244;19.02.2020;1331;606;5
Guangdong;Mainland China;23.3417;113.4244;20.02.2020;1332;642;5
Guangdong;Mainland China;23.3417;113.4244;21.02.2020;1333;690;5
Guangdong;Mainland China;23.3417;113.4244;22.02.2020;1339;728;5
Guangdong;Mainland China;23.3417;113.4244;23.02.2020;1342;755;6
Guangdong;Mainland China;23.3417;113.4244;24.02.2020;1345;786;6
Guangdong;Mainland China;23.3417;113.4244;25.02.2020;1347;822;7
Guangdong;Mainland China;23.3417;113.4244;26.02.2020;1347;851;7
Guangdong;Mainland China;23.3417;113.4244;27.02.2020;1347;890;7
Guangdong;Mainland China;23.3417;113.4244;28.02.2020;1348;935;7
Guangdong;Mainland China;23.3417;113.4244;29.02.2020;1349;983;7
Guangdong;Mainland China;23.3417;113.4244;01.03.2020;1349;1016;7
Guangdong;Mainland China;23.3417;113.4244;02.03.2020;1350;1059;7
Guangdong;Mainland China;23.3417;113.4244;03.03.2020;1350;1101;7
Guangdong;Mainland China;23.3417;113.4244;04.03.2020;1350;1133;7
Guangdong;Mainland China;23.3417;113.4244;05.03.2020;1351;1181;7
Guangdong;Mainland China;23.3417;113.4244;06.03.2020;1352;1216;7
Guangdong;Mainland China;23.3417;113.4244;07.03.2020;1352;1237;7
Guangdong;Mainland China;23.3417;113.4244;08.03.2020;1352;1256;7
Guangdong;Mainland China;23.3417;113.4244;09.03.2020;1352;1260;8
Guangxi;Mainland China;23.8298;108.7881;22.01.2020;2;0;0
Guangxi;Mainland China;23.8298;108.7881;23.01.2020;5;0;0
Guangxi;Mainland China;23.8298;108.7881;24.01.2020;23;0;0
Guangxi;Mainland China;23.8298;108.7881;25.01.2020;23;0;0
Guangxi;Mainland China;23.8298;108.7881;26.01.2020;36;0;0
Guangxi;Mainland China;23.8298;108.7881;27.01.2020;46;0;0
Guangxi;Mainland China;23.8298;108.7881;28.01.2020;51;2;0
Guangxi;Mainland China;23.8298;108.7881;29.01.2020;58;2;0
Guangxi;Mainland China;23.8298;108.7881;30.01.2020;78;2;0
Guangxi;Mainland China;23.8298;108.7881;31.01.2020;87;2;0
Guangxi;Mainland China;23.8298;108.7881;01.02.2020;100;2;0
Guangxi;Mainland China;23.8298;108.7881;02.02.2020;111;2;0
Guangxi;Mainland China;23.8298;108.7881;03.02.2020;127;7;0
Guangxi;Mainland China;23.8298;108.7881;04.02.2020;139;10;0
Guangxi;Mainland China;23.8298;108.7881;05.02.2020;150;13;0
Guangxi;Mainland China;23.8298;108.7881;06.02.2020;168;14;0
Guangxi;Mainland China;23.8298;108.7881;07.02.2020;172;17;0
Guangxi;Mainland China;23.8298;108.7881;08.02.2020;183;17;0
Guangxi;Mainland China;23.8298;108.7881;09.02.2020;195;18;1
Guangxi;Mainland China;23.8298;108.7881;10.02.2020;210;24;1
Guangxi;Mainland China;23.8298;108.7881;11.02.2020;215;33;1
Guangxi;Mainland China;23.8298;108.7881;12.02.2020;222;32;1
Guangxi;Mainland China;23.8298;108.7881;13.02.2020;222;33;2
Guangxi;Mainland China;23.8298;108.7881;14.02.2020;226;36;2
Guangxi;Mainland China;23.8298;108.7881;15.02.2020;235;44;2
Guangxi;Mainland China;23.8298;108.7881;16.02.2020;237;49;2
Guangxi;Mainland China;23.8298;108.7881;17.02.2020;238;53;2
Guangxi;Mainland China;23.8298;108.7881;18.02.2020;242;69;2
Guangxi;Mainland China;23.8298;108.7881;19.02.2020;244;86;2
Guangxi;Mainland China;23.8298;108.7881;20.02.2020;245;90;2
Guangxi;Mainland China;23.8298;108.7881;21.02.2020;246;97;2
Guangxi;Mainland China;23.8298;108.7881;22.02.2020;249;104;2
Guangxi;Mainland China;23.8298;108.7881;23.02.2020;249;106;2
Guangxi;Mainland China;23.8298;108.7881;24.02.2020;251;112;2
Guangxi;Mainland China;23.8298;108.7881;25.02.2020;252;134;2
Guangxi;Mainland China;23.8298;108.7881;26.02.2020;252;147;2
Guangxi;Mainland China;23.8298;108.7881;27.02.2020;252;161;2
Guangxi;Mainland China;23.8298;108.7881;28.02.2020;252;168;2
Guangxi;Mainland China;23.8298;108.7881;29.02.2020;252;176;2
Guangxi;Mainland China;23.8298;108.7881;01.03.2020;252;181;2
Guangxi;Mainland China;23.8298;108.7881;02.03.2020;252;192;2
Guangxi;Mainland China;23.8298;108.7881;03.03.2020;252;202;2
Guangxi;Mainland China;23.8298;108.7881;04.03.2020;252;210;2
Guangxi;Mainland China;23.8298;108.7881;05.03.2020;252;214;2
Guangxi;Mainland China;23.8298;108.7881;06.03.2020;252;217;2
Guangxi;Mainland China;23.8298;108.7881;07.03.2020;252;218;2
Guangxi;Mainland China;23.8298;108.7881;08.03.2020;252;223;2
Guangxi;Mainland China;23.8298;108.7881;09.03.2020;252;230;2
Guizhou;Mainland China;26.8154;106.8748;22.01.2020;1;0;0
Guizhou;Mainland China;26.8154;106.8748;23.01.2020;3;0;0
Guizhou;Mainland China;26.8154;106.8748;24.01.2020;3;0;0
Guizhou;Mainland China;26.8154;106.8748;25.01.2020;4;0;0
Guizhou;Mainland China;26.8154;106.8748;26.01.2020;5;0;0
Guizhou;Mainland China;26.8154;106.8748;27.01.2020;7;0;0
Guizhou;Mainland China;26.8154;106.8748;28.01.2020;9;0;0
Guizhou;Mainland China;26.8154;106.8748;29.01.2020;9;1;0
Guizhou;Mainland China;26.8154;106.8748;30.01.2020;12;1;0
Guizhou;Mainland China;26.8154;106.8748;31.01.2020;29;2;0
Guizhou;Mainland China;26.8154;106.8748;01.02.2020;29;2;0
Guizhou;Mainland China;26.8154;106.8748;02.02.2020;38;2;0
Guizhou;Mainland China;26.8154;106.8748;03.02.2020;46;2;0
Guizhou;Mainland China;26.8154;106.8748;04.02.2020;58;2;0
Guizhou;Mainland China;26.8154;106.8748;05.02.2020;64;9;1
Guizhou;Mainland China;26.8154;106.8748;06.02.2020;71;6;1
Guizhou;Mainland China;26.8154;106.8748;07.02.2020;81;6;1
Guizhou;Mainland China;26.8154;106.8748;08.02.2020;89;7;1
Guizhou;Mainland China;26.8154;106.8748;09.02.2020;99;7;1
Guizhou;Mainland China;26.8154;106.8748;10.02.2020;109;10;1
Guizhou;Mainland China;26.8154;106.8748;11.02.2020;127;17;1
Guizhou;Mainland China;26.8154;106.8748;12.02.2020;133;18;1
Guizhou;Mainland China;26.8154;106.8748;13.02.2020;135;27;1
Guizhou;Mainland China;26.8154;106.8748;14.02.2020;140;28;1
Guizhou;Mainland China;26.8154;106.8748;15.02.2020;143;41;1
Guizhou;Mainland China;26.8154;106.8748;16.02.2020;144;46;1
Guizhou;Mainland China;26.8154;106.8748;17.02.2020;146;57;1
Guizhou;Mainland China;26.8154;106.8748;18.02.2020;146;66;2
Guizhou;Mainland China;26.8154;106.8748;19.02.2020;146;70;2
Guizhou;Mainland China;26.8154;106.8748;20.02.2020;146;72;2
Guizhou;Mainland China;26.8154;106.8748;21.02.2020;146;77;2
Guizhou;Mainland China;26.8154;106.8748;22.02.2020;146;90;2
Guizhou;Mainland China;26.8154;106.8748;23.02.2020;146;102;2
Guizhou;Mainland China;26.8154;106.8748;24.02.2020;146;102;2
Guizhou;Mainland China;26.8154;106.8748;25.02.2020;146;104;2
Guizhou;Mainland China;26.8154;106.8748;26.02.2020;146;104;2
Guizhou;Mainland China;26.8154;106.8748;27.02.2020;146;112;2
Guizhou;Mainland China;26.8154;106.8748;28.02.2020;146;112;2
Guizhou;Mainland China;26.8154;106.8748;29.02.2020;146;112;2
Guizhou;Mainland China;26.8154;106.8748;01.03.2020;146;112;2
Guizhou;Mainland China;26.8154;106.8748;02.03.2020;146;114;2
Guizhou;Mainland China;26.8154;106.8748;03.03.2020;146;114;2
Guizhou;Mainland China;26.8154;106.8748;04.03.2020;146;114;2
Guizhou;Mainland China;26.8154;106.8748;05.03.2020;146;114;2
Guizhou;Mainland China;26.8154;106.8748;06.03.2020;146;114;2
Guizhou;Mainland China;26.8154;106.8748;07.03.2020;146;115;2
Guizhou;Mainland China;26.8154;106.8748;08.03.2020;146;117;2
Guizhou;Mainland China;26.8154;106.8748;09.03.2020;146;123;2
Hainan;Mainland China;19.1959;109.7453;22.01.2020;4;0;0
Hainan;Mainland China;19.1959;109.7453;23.01.2020;5;0;0
Hainan;Mainland China;19.1959;109.7453;24.01.2020;8;0;0
Hainan;Mainland China;19.1959;109.7453;25.01.2020;19;0;0
Hainan;Mainland China;19.1959;109.7453;26.01.2020;22;0;0
Hainan;Mainland China;19.1959;109.7453;27.01.2020;33;0;1
Hainan;Mainland China;19.1959;109.7453;28.01.2020;40;0;1
Hainan;Mainland China;19.1959;109.7453;29.01.2020;43;0;1
Hainan;Mainland China;19.1959;109.7453;30.01.2020;46;1;1
Hainan;Mainland China;19.1959;109.7453;31.01.2020;52;1;1
Hainan;Mainland China;19.1959;109.7453;01.02.2020;62;1;1
Hainan;Mainland China;19.1959;109.7453;02.02.2020;64;4;1
Hainan;Mainland China;19.1959;109.7453;03.02.2020;72;4;1
Hainan;Mainland China;19.1959;109.7453;04.02.2020;80;5;1
Hainan;Mainland China;19.1959;109.7453;05.02.2020;99;5;1
Hainan;Mainland China;19.1959;109.7453;06.02.2020;106;8;1
Hainan;Mainland China;19.1959;109.7453;07.02.2020;117;10;2
Hainan;Mainland China;19.1959;109.7453;08.02.2020;124;14;2
Hainan;Mainland China;19.1959;109.7453;09.02.2020;131;19;3
Hainan;Mainland China;19.1959;109.7453;10.02.2020;138;19;3
Hainan;Mainland China;19.1959;109.7453;11.02.2020;144;20;3
